Counter,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GyroX,GyroY,Timestamp,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL,CMS_Q,DRL_Q,AF3_Q,F7_Q,F3_Q,FC5_Q,T7_Q,P7_Q,O1_Q,O2_Q,P8_Q,T8_Q,FC6_Q,F4_Q,F8_Q,AF4_Q,Blink,LeftWink,RightWink,EyesOpen,LeftEyeLid,RightEyelid
3,4855.384615,3840,4872.307692,4570.769231,4318.974359,3843.076923,4410.25641,4294.358974,4219.487179,4262.564103,4491.794872,4054.871795,4183.076923,4228.717949,2539,2783,17.062,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
4,4857.435897,3841.538462,4873.846154,4573.333333,4327.179487,3844.102564,4415.384615,4302.564103,4229.74359,4270.25641,4496.410256,4058.974359,4186.666667,4232.820513,2539,2779,17.069,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
5,4860.512821,3847.179487,4880,4579.487179,4330.769231,3851.282051,4420.512821,4309.74359,4232.307692,4276.410256,4507.179487,4061.538462,4189.230769,4235.384615,2535,2783,17.077,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
6,4849.74359,3844.102564,4877.948718,4573.333333,4324.615385,3852.307692,4416.923077,4305.641026,4229.230769,4265.128205,4497.435897,4053.846154,4184.102564,4222.564103,2539,2783,17.085,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
7,4843.589744,3842.051282,4875.897436,4572.307692,4325.641026,3850.769231,4415.384615,4303.589744,4229.230769,4257.435897,4485.128205,4050.769231,4181.538462,4223.589744,2535,2783,17.093,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
8,4850.769231,3846.153846,4880,4580,4332.820513,3850.25641,4416.923077,4307.692308,4230.25641,4271.282051,4492.820513,4057.948718,4187.692308,4234.358974,2535,2783,17.101,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
9,4850.769231,3847.179487,4884.615385,4581.538462,4335.897436,3849.74359,4416.410256,4309.230769,4233.333333,4287.179487,4504.615385,4065.641026,4198.461538,4232.820513,2535,2779,17.109,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
10,4850.25641,3846.666667,4889.230769,4582.051282,4337.948718,3852.307692,4415.384615,4309.74359,4242.564103,4286.153846,4507.692308,4067.179487,4204.102564,4232.820513,2531,2783,17.117,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
11,4858.974359,3847.179487,4891.794872,4583.589744,4333.333333,3849.230769,4414.871795,4312.820513,4240.512821,4275.897436,4505.641026,4065.641026,4198.974359,4237.435897,2535,2779,17.125,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
12,4862.564103,3846.153846,4891.794872,4583.076923,4323.076923,3844.615385,4414.871795,4312.307692,4233.333333,4275.897436,4507.692308,4069.230769,4198.974359,4239.487179,2531,2783,17.132,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
13,4860,3847.179487,4890.769231,4585.128205,4333.846154,3848.205128,4416.923077,4305.641026,4231.282051,4281.025641,4505.128205,4072.307692,4199.487179,4237.948718,2531,2783,17.14,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
14,4856.410256,3848.205128,4892.820513,4586.666667,4344.102564,3851.794872,4416.410256,4297.435897,4226.153846,4271.282051,4493.846154,4065.641026,4188.205128,4237.435897,2531,2779,17.148,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
15,4847.692308,3845.641026,4891.282051,4584.615385,4331.282051,3845.641026,4411.282051,4294.358974,4218.974359,4261.025641,4489.74359,4058.974359,4180,4231.794872,2531,2783,17.156,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
16,4843.076923,3842.564103,4883.076923,4583.076923,4322.051282,3842.564103,4410.25641,4293.846154,4217.435897,4261.025641,4491.794872,4059.487179,4180.512821,4218.974359,2535,2779,17.164,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
17,4849.230769,3844.615385,4883.589744,4583.076923,4328.717949,3843.589744,4412.307692,4294.871795,4215.897436,4262.564103,4493.846154,4063.589744,4184.102564,4221.538462,2527,2779,17.172,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
18,4860,3848.717949,4892.307692,4585.641026,4332.307692,3849.230769,4415.897436,4304.102564,4222.051282,4275.384615,4502.564103,4070.25641,4194.871795,4245.641026,2531,2783,17.18,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
19,4870.25641,3849.230769,4897.435897,4587.692308,4329.230769,3851.794872,4417.435897,4310.25641,4233.846154,4289.74359,4508.717949,4074.871795,4202.051282,4256.923077,2531,2779,17.188,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
20,4864.615385,3848.717949,4894.358974,4587.179487,4327.179487,3840,4411.794872,4298.974359,4224.102564,4275.384615,4492.820513,4066.666667,4191.282051,4238.461538,2531,2783,17.196,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
21,4848.205128,3847.179487,4884.615385,4587.179487,4328.205128,3830.769231,4404.615385,4286.153846,4204.615385,4256.410256,4471.282051,4054.871795,4180,4220,2535,2779,17.203,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
22,4841.025641,3838.974359,4876.410256,4581.025641,4325.641026,3829.74359,4398.974359,4280.512821,4200,4260,4475.897436,4051.282051,4181.538462,4222.051282,2531,2783,17.211,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
23,4845.128205,3831.282051,4876.410256,4572.307692,4321.025641,3832.307692,4397.435897,4278.461538,4200.512821,4258.974359,4495.897436,4052.820513,4187.179487,4230.25641,2535,2783,17.219,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
24,4846.153846,3831.794872,4872.820513,4571.282051,4318.461538,3833.846154,4399.487179,4278.461538,4197.948718,4248.717949,4493.846154,4051.794872,4182.051282,4229.230769,2531,2783,17.227,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
25,4835.897436,3830.769231,4857.948718,4569.74359,4312.307692,3824.102564,4397.435897,4276.410256,4196.410256,4247.179487,4472.820513,4043.589744,4168.205128,4213.333333,2535,2783,17.235,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
26,4825.641026,3828.717949,4856.923077,4565.641026,4308.205128,3819.487179,4396.410256,4279.487179,4199.487179,4250.769231,4469.230769,4040.512821,4163.076923,4201.538462,2535,2783,17.243,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
27,4824.102564,3828.717949,4864.102564,4566.153846,4312.307692,3829.230769,4396.923077,4281.538462,4202.051282,4249.74359,4478.974359,4041.025641,4169.230769,4204.102564,2535,2783,17.251,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
28,4827.179487,3828.717949,4863.076923,4566.666667,4310.25641,3831.282051,4396.410256,4279.487179,4197.948718,4246.153846,4482.564103,4040,4169.74359,4211.794872,2535,2783,17.259,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
29,4836.923077,3832.307692,4867.692308,4568.205128,4311.282051,3826.666667,4403.589744,4286.153846,4204.102564,4243.589744,4490.25641,4051.282051,4167.179487,4221.538462,2539,2787,17.266,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
30,4844.615385,3836.410256,4877.948718,4572.307692,4317.435897,3832.820513,4408.717949,4294.358974,4210.769231,4245.641026,4488.205128,4063.589744,4168.717949,4224.615385,2539,2779,17.274,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
31,4843.589744,3835.384615,4876.923077,4573.333333,4321.538462,3837.948718,4405.641026,4291.794872,4207.179487,4247.179487,4478.461538,4057.948718,4172.307692,4217.435897,2535,2787,17.282,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
32,4843.076923,3833.846154,4874.358974,4571.282051,4320.512821,3833.333333,4409.74359,4292.307692,4210.769231,4247.692308,4483.589744,4057.948718,4174.871795,4219.487179,2539,2783,17.29,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
33,4847.179487,3834.358974,4883.076923,4571.282051,4313.333333,3831.282051,4414.871795,4297.435897,4220,4251.282051,4482.564103,4071.282051,4168.717949,4231.794872,2535,2783,17.298,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
34,4853.846154,3841.025641,4891.282051,4576.410256,4310.769231,3839.487179,4411.794872,4294.871795,4214.358974,4247.179487,4476.410256,4075.897436,4165.128205,4233.333333,2539,2783,17.306,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
35,4864.615385,3850.769231,4893.333333,4586.666667,4324.615385,3848.717949,4415.897436,4297.435897,4211.794872,4245.128205,4498.461538,4076.410256,4183.589744,4229.74359,2535,2783,17.314,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
36,4863.589744,3849.74359,4895.897436,4590.769231,4328.717949,3842.564103,4421.538462,4302.564103,4218.974359,4252.307692,4517.948718,4078.461538,4194.871795,4237.435897,2539,2783,17.322,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
37,4842.051282,3834.871795,4887.179487,4575.384615,4307.179487,3827.179487,4408.205128,4293.333333,4208.205128,4243.589744,4493.846154,4068.205128,4171.282051,4232.307692,2535,2783,17.329,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
38,4832.307692,3827.179487,4874.358974,4565.641026,4301.538462,3824.615385,4400.512821,4286.666667,4194.871795,4228.205128,4473.333333,4056.410256,4152.307692,4214.871795,2535,2787,17.337,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
39,4843.076923,3836.923077,4876.923077,4577.435897,4322.564103,3838.461538,4410.769231,4293.333333,4208.205128,4240,4488.205128,4060.512821,4166.153846,4216.923077,2539,2783,17.345,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
40,4850.25641,3846.153846,4885.641026,4583.076923,4329.74359,3846.666667,4416.923077,4299.487179,4220.512821,4253.333333,4496.410256,4070.769231,4176.923077,4228.717949,2535,2783,17.353,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
41,4846.153846,3844.615385,4886.666667,4573.333333,4324.102564,3847.179487,4413.846154,4300.512821,4217.435897,4250.25641,4492.307692,4074.358974,4170.25641,4230.25641,2535,2783,17.361,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
42,4845.641026,3843.589744,4888.717949,4572.307692,4325.128205,3847.692308,4416.923077,4303.589744,4221.025641,4257.435897,4489.230769,4074.358974,4171.282051,4230.25641,2535,2787,17.369,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
43,4848.717949,3847.692308,4893.333333,4580,4328.205128,3847.179487,4419.487179,4305.641026,4228.717949,4267.692308,4492.307692,4072.820513,4183.076923,4236.410256,2539,2779,17.377,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
44,4847.692308,3846.666667,4891.282051,4581.025641,4327.179487,3841.025641,4414.871795,4303.076923,4222.051282,4255.897436,4501.538462,4073.846154,4188.717949,4234.871795,2531,2783,17.385,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
45,4848.205128,3845.641026,4891.282051,4581.538462,4325.641026,3833.846154,4412.820513,4304.615385,4215.897436,4245.641026,4506.666667,4076.410256,4186.153846,4232.820513,2539,2783,17.393,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
46,4847.179487,3846.153846,4891.282051,4577.435897,4320,3834.358974,4414.358974,4306.666667,4217.948718,4248.717949,4498.974359,4072.820513,4173.846154,4230.25641,2535,2783,17.4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
47,4842.564103,3838.461538,4883.076923,4566.666667,4313.846154,3832.820513,4412.307692,4299.487179,4216.923077,4246.153846,4486.666667,4065.641026,4161.025641,4221.025641,2535,2783,17.408,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
48,4843.076923,3836.923077,4876.923077,4570.769231,4318.974359,3833.846154,4411.282051,4294.871795,4215.897436,4243.076923,4489.230769,4065.641026,4166.666667,4222.564103,2531,2783,17.416,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
49,4846.153846,3844.102564,4878.974359,4578.974359,4325.641026,3840.512821,4417.435897,4301.025641,4217.948718,4244.615385,4496.923077,4068.717949,4174.358974,4225.641026,2535,2783,17.423,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
50,4849.230769,3846.666667,4882.051282,4572.820513,4328.717949,3846.153846,4418.461538,4308.205128,4217.948718,4246.666667,4489.230769,4067.692308,4166.153846,4223.076923,2535,2779,17.431,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
51,4856.410256,3845.128205,4886.666667,4572.307692,4332.820513,3846.153846,4418.974359,4310.25641,4223.589744,4249.74359,4487.692308,4066.666667,4169.230769,4227.692308,2531,2783,17.44,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
52,4864.102564,3851.794872,4892.307692,4588.205128,4340.512821,3849.230769,4425.128205,4312.307692,4230.769231,4252.820513,4502.051282,4069.74359,4186.153846,4236.410256,2535,2783,17.448,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
53,4853.846154,3847.692308,4885.641026,4585.128205,4333.846154,3853.333333,4423.076923,4309.230769,4223.076923,4249.230769,4493.846154,4066.666667,4177.435897,4229.74359,2535,2783,17.456,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
54,4832.820513,3831.282051,4874.358974,4569.230769,4320.512821,3850.25641,4417.435897,4302.564103,4215.384615,4245.641026,4472.307692,4053.846154,4156.923077,4217.435897,2535,2783,17.464,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
55,4834.358974,3836.923077,4874.871795,4574.358974,4330.769231,3848.205128,4423.076923,4306.153846,4224.102564,4248.717949,4482.564103,4050.769231,4163.076923,4217.948718,2539,2783,17.471,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
56,4842.051282,3844.615385,4875.384615,4577.435897,4340.512821,3848.205128,4421.538462,4309.230769,4223.589744,4249.230769,4496.410256,4052.820513,4174.358974,4216.410256,2531,2783,17.479,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
57,4837.948718,3840,4872.307692,4568.205128,4330.769231,3846.666667,4416.410256,4306.153846,4218.461538,4248.205128,4486.153846,4050.25641,4170.769231,4214.871795,2539,2787,17.487,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
58,4840.512821,3840.512821,4873.846154,4568.205128,4330.25641,3847.692308,4426.153846,4308.717949,4228.205128,4249.230769,4489.74359,4054.871795,4168.205128,4226.153846,2539,2783,17.495,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
59,4848.717949,3842.564103,4874.871795,4572.820513,4333.846154,3848.717949,4427.692308,4313.333333,4227.692308,4247.692308,4498.461538,4059.487179,4170.769231,4231.794872,2535,2791,17.503,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
60,4843.589744,3843.589744,4874.871795,4572.307692,4324.102564,3844.615385,4413.333333,4309.230769,4214.358974,4246.666667,4488.205128,4052.820513,4171.282051,4221.025641,2535,2787,17.511,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
61,4833.846154,3845.641026,4876.923077,4571.282051,4325.641026,3844.615385,4415.897436,4306.666667,4220,4250.25641,4486.666667,4047.179487,4154.358974,4214.871795,2535,2787,17.521,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
62,4827.179487,3835.384615,4873.846154,4570.769231,4339.487179,3850.25641,4428.717949,4315.897436,4232.820513,4246.666667,4485.128205,4045.128205,4125.641026,4208.205128,2535,2787,17.527,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
63,4827.179487,3826.666667,4870.769231,4568.717949,4340,3850.769231,4428.717949,4319.487179,4230.769231,4241.025641,4476.410256,4044.102564,4147.179487,4202.051282,2531,2791,17.534,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
64,4838.461538,3835.384615,4875.384615,4570.25641,4336.410256,3850.25641,4427.179487,4315.384615,4228.717949,4250.769231,4490.769231,4050.25641,4202.051282,4220,2539,2787,17.542,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
65,4843.076923,3823.076923,4876.923077,4568.205128,4333.846154,3848.717949,4427.179487,4310.769231,4229.74359,4263.589744,4511.282051,4055.897436,4212.307692,4235.384615,2531,2787,17.55,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
66,4839.487179,3799.487179,4878.461538,4565.128205,4332.820513,3844.615385,4426.153846,4311.794872,4231.794872,4270.769231,4523.076923,4064.102564,4212.820513,4233.333333,2535,2787,17.558,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
67,4845.128205,3802.564103,4890.769231,4564.102564,4335.897436,3847.692308,4429.74359,4320,4243.589744,4289.230769,4548.205128,4084.615385,4261.538462,4245.128205,2535,2787,17.566,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
68,4851.794872,3800.512821,4899.487179,4561.538462,4337.435897,3853.846154,4432.307692,4328.717949,4254.871795,4304.102564,4569.230769,4097.435897,4305.128205,4268.205128,2535,2787,17.574,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
69,4845.128205,3775.384615,4892.307692,4553.846154,4333.333333,3849.230769,4426.666667,4327.692308,4247.692308,4300,4558.974359,4089.74359,4296.410256,4269.74359,2535,2783,17.582,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
70,4831.794872,3748.717949,4878.461538,4539.487179,4325.128205,3847.692308,4421.538462,4317.948718,4232.820513,4292.307692,4548.205128,4076.923077,4283.589744,4253.333333,2535,2787,17.59,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
71,4827.179487,3733.333333,4872.307692,4531.282051,4327.692308,3859.487179,4431.282051,4320,4238.974359,4294.871795,4559.487179,4071.282051,4304.615385,4245.128205,2535,2787,17.597,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
72,4826.666667,3728.717949,4875.384615,4535.384615,4338.974359,3864.615385,4444.102564,4334.871795,4255.384615,4298.974359,4567.692308,4072.820513,4326.153846,4249.230769,2535,2787,17.605,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
73,4821.538462,3732.307692,4878.461538,4536.923077,4333.846154,3852.820513,4441.025641,4341.025641,4256.923077,4302.051282,4570.25641,4078.461538,4318.974359,4254.358974,2539,2783,17.613,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
74,4815.384615,3730.25641,4874.871795,4531.794872,4314.871795,3839.487179,4429.230769,4329.74359,4248.717949,4302.051282,4572.307692,4077.948718,4302.051282,4249.74359,2531,2787,17.621,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
75,4811.282051,3725.128205,4869.74359,4530.769231,4312.820513,3836.410256,4424.102564,4315.897436,4244.102564,4297.435897,4556.923077,4066.666667,4298.461538,4235.384615,2539,2787,17.629,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
76,4815.897436,3734.358974,4874.358974,4536.410256,4332.307692,3845.641026,4430.769231,4323.589744,4247.692308,4299.487179,4540,4067.692308,4304.102564,4228.205128,2535,2783,17.637,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
77,4826.153846,3744.102564,4878.974359,4541.025641,4345.641026,3858.461538,4438.974359,4335.384615,4251.282051,4304.102564,4549.74359,4077.435897,4311.282051,4238.974359,2535,2787,17.645,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
78,4822.051282,3736.923077,4869.74359,4538.461538,4338.461538,3860.512821,4437.435897,4328.717949,4248.717949,4304.102564,4568.717949,4071.282051,4307.692308,4240.512821,2539,2783,17.653,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
79,4810.769231,3730.25641,4865.128205,4534.358974,4325.641026,3853.846154,4434.358974,4324.615385,4247.692308,4301.538462,4569.230769,4063.589744,4297.435897,4232.307692,2535,2787,17.66,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
80,4809.230769,3731.282051,4873.333333,4535.384615,4318.461538,3845.641026,4432.820513,4329.230769,4245.641026,4292.307692,4556.410256,4066.666667,4289.230769,4231.794872,2535,2787,17.668,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
81,4806.666667,3728.717949,4874.358974,4536.410256,4317.948718,3843.589744,4426.666667,4325.641026,4238.461538,4285.641026,4544.102564,4063.589744,4280.512821,4230.769231,2539,2787,17.676,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
82,4809.74359,3734.358974,4874.871795,4538.461538,4332.307692,3853.846154,4431.282051,4326.666667,4243.589744,4290.769231,4549.230769,4065.641026,4286.153846,4228.717949,2539,2783,17.684,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
83,4827.692308,3749.230769,4884.102564,4544.615385,4350.769231,3866.153846,4446.153846,4338.974359,4255.897436,4300,4558.974359,4080,4295.384615,4236.923077,2535,2787,17.692,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
