material,Channel,Band,Recording,r,rob_r,p,q,rob_p,rob_q
Vocabulary,P8,Gamma,Eyes Closed,0.013395598793092054,-0.10377732289150239,0.9264362511826298,0.9264362511826298,0.4732530769831531,0.6954874708924446
Vocabulary,T7,Delta,Eyes Closed,-0.0507456042112633,-0.20137074878902,0.7263570856049291,0.9385727837634904,0.16082462535720943,0.7066168645869426
Vocabulary,T7,Theta,Eyes Closed,-0.10422170537698756,-0.25248332822882036,0.4713501169307488,0.9624614375586146,0.07690150030251662,0.9894986300658639
Vocabulary,T7,Alpha,Eyes Closed,0.03596203697957401,-0.12562625436579078,0.8041820428921438,0.8660422000376933,0.38468582957506425,0.933825142654774
Vocabulary,T7,Low Beta,Eyes Closed,-0.02716334187568459,-0.08072377204910945,0.8514644611236621,0.8514644611236621,0.5773383324800349,0.6217489734400375
Vocabulary,T7,Upper Beta,Eyes Closed,-0.058946283856020146,-0.08290564075887073,0.6842836709680755,0.7983309494627548,0.5670572554881796,0.7938801576834514
Vocabulary,T7,High Beta,Eyes Closed,-0.05788920415589214,-0.17396737838657833,0.6896571990274507,0.9582040965937343,0.22694699930411452,0.8324185188752606
Vocabulary,T7,Gamma,Eyes Closed,-0.0638481314105453,-0.20540965375323314,0.659571155100795,0.7103073978008562,0.1524189250304057,0.6622576658370075
Vocabulary,T8,Delta,Eyes Closed,-0.03709560001699207,-0.02643328593824024,0.7981369066124699,0.9385727837634904,0.8554133834371395,0.8752551742212553
Vocabulary,T8,Theta,Eyes Closed,0.04069377526259557,0.0019096738751115292,0.7790274337850809,0.9624614375586146,0.9894986300658639,0.9894986300658639
Vocabulary,T8,Alpha,Eyes Closed,0.17294864769881166,0.131295130375466,0.22972163218242453,0.7790220839973344,0.3634251432828982,0.933825142654774
Vocabulary,T8,Low Beta,Eyes Closed,0.23827586633167178,0.1079894930403719,0.09564441017594533,0.15655925423390935,0.4553808887425598,0.5795756765814397
Vocabulary,T8,Upper Beta,Eyes Closed,0.09674132470049508,-0.018227188334754542,0.50392119098016,0.6413542430656581,0.9000199385178053,0.9000199385178053
Vocabulary,T8,High Beta,Eyes Closed,-0.09627676072578983,-0.12381016299446372,0.5059812181821459,0.9582040965937343,0.39164957682325974,0.8324185188752606
Vocabulary,T8,Gamma,Eyes Closed,-0.22490344102852822,-0.04254395703414871,0.11635088945855732,0.5809526452706186,0.76925069978914,0.8944057227789717
